substance,name,form,aktiv_substans,size_unit,kategori,size,article_id,atc
Lokalanestetika av amidtyp,"Tapin, Medicinskt plåster 25 mg/25 mg",Kartong,"Lidokain,Prilokain",st,"Förkylning, värk & feber",2,114557,N01BB20
Antiseptiskt hudrengöringsmedel,"Hibiscrub, Kutan lösning 40 mg/ml",Flaska,Klorhexidin,ml,"Sår, bett & stick",250,596023,D08AC02
Antiseptiskt hudrengöringsmedel,"Hibiscrub, Kutan lösning 40 mg/ml",Flaska,Klorhexidin,ml,"Sår, bett & stick",500,592378,D08AC02
Antihistamin H1-antagonist,"Kestine, Filmdragerad tablett 10 mg",Blister,Ebastin,st,Allergi,10,008700,R06AX22
Antihistamin H1-antagonist,"Kestine, Filmdragerad tablett 10 mg",Blister,Ebastin,st,Allergi,30,013898,R06AX22
Antihistamin H1-antagonist,"Kestine, Filmdragerad tablett 10 mg",Blister,Ebastin,st,Allergi,100,003812,R06AX22
Antihistaminer för systemiskt bruk,"Ebastin Orifarm, Filmdragerad tablett 10 mg",Blister,Ebastin,st,Allergi,10,499216,R06AX22
Antihistaminer för systemiskt bruk,"Ebastin Orifarm, Filmdragerad tablett 10 mg",Blister,Ebastin,st,Allergi,30,061426,R06AX22
Antihistaminer för systemiskt bruk,"Ebastin Orifarm, Filmdragerad tablett 10 mg",Blister,Ebastin,st,Allergi,100,053259,R06AX22
Lokalanestetikum för ytanestesi,"EMLA, Kräm 25 mg/g + 25 mg/g",Tub,"Lidokain,Prilokain",g,"Förkylning, värk & feber",30,494534,N01BB20
Medel vid sår- och brännskador,"Salva vid munsår, Salva",Tub,"Echinacea purpurea (röd solhatt) ört, pressaft (1.7-2.5:1)",g,Motion & hälsa,20,210000,D03
Lokalanestetika av amidtyp,"Tapin, Medicinskt plåster 25 mg/25 mg",Kartong,"Lidokain,Prilokain",st,"Förkylning, värk & feber",20,435226,N01BB20
Desinfektionsmedel,"Klorhexidin Fresenius Kabi, Kutan lösning 1 mg/ml",Flaska,Klorhexidin,ml,"Sår, bett & stick",250,537993,D08AC02
Desinfektionsmedel,"Klorhexidin Fresenius Kabi, Kutan lösning 1 mg/ml",Flaska,Klorhexidin,ml,"Sår, bett & stick",1000,538009,D08AC02
Medel vid nikotinberoende.,"Nicorette Pepparmint, Munhålespray, lösning 1 mg/spray",Flaska,Nikotin,st,Motion & hälsa,150,542558,N07BA01
Medel vid nikotinberoende.,"Nicorette Pepparmint, Munhålespray, lösning 1 mg/spray",Flaska,Nikotin,st,Motion & hälsa,300,568537,N07BA01
Medel vid nikotinberoende,"Nicorette Mentolmint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,30,060609,N07BA01
Medel vid nikotinberoende,"Nicorette Mentolmint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,105,060620,N07BA01
Medel vid nikotinberoende,"Nicorette Mentolmint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,210,060631,N07BA01
Medel vid nikotinberoende,"Nicotinell Spearmint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,24,071458,N07BA01
Medel vid nikotinberoende,"Nicotinell Spearmint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,96,526560,N07BA01
Medel vid nikotinberoende,"Nicotinell Spearmint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,204,469794,N07BA01
Hjälpmedel mot abstinensbesvär i samband med rökavvänjning,"Nicotinell Lakrits, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,24,008163,N07BA01
Hjälpmedel mot abstinensbesvär i samband med rökavvänjning,"Nicotinell Lakrits, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,96,019339,N07BA01
Hjälpmedel mot abstinensbesvär i samband med rökavvänjning,"Nicotinell Lakrits, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,204,007297,N07BA01
Medel vid nikotinberoende,"Nicotinell Fruit, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,24,012504,N07BA01
Medel vid nikotinberoende,"Nicotinell Fruit, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,96,019793,N07BA01
Medel vid nikotinberoende,"Nicotinell Fruit, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,204,393934,N07BA01
Medel vid nikotinberoende.,"Nicorette Pepparmint, Komprimerad sugtablett 4 mg",Tablettburk,Nikotin,st,Motion & hälsa,80,482015,N07BA01
Medel vid nikotinberoende.,"Nicorette Pepparmint, Komprimerad sugtablett 4 mg",Tablettburk,Nikotin,st,Motion & hälsa,160,499065,N07BA01
Medel vid nikotinberoende,"Nicorette, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,30,015497,N07BA01
Medel vid nikotinberoende,"Nicorette, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,105,015508,N07BA01
Medel vid nikotinberoende,"Nicorette, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,210,015519,N07BA01
Medel vid nikotinberoende,"Nicorette, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,30,015556,N07BA01
Medel vid nikotinberoende,"Nicorette, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,105,015514,N07BA01
Medel vid nikotinberoende,"Nicorette, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,210,015525,N07BA01
Medel vid nikotinberoende,"Nicorette Novum, Depotplåster 15 mg/16 timmar",Påse,Nikotin,st,Motion & hälsa,14,061524,N07BA01
Läkemedel som används vid nikotinberoende.,"Nicovel Frukt, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Rökfri,24,589494,N07BA01
Läkemedel som används vid nikotinberoende.,"Nicovel Frukt, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Rökfri,96,596800,N07BA01
Läkemedel som används vid nikotinberoende.,"Nicovel Frukt, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Rökfri,192,482180,N07BA01
Medel vid nikotinberoende,"Nicotinell Tropisk frukt, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,24,379825,N07BA01
Medel vid nikotinberoende,"Nicotinell Tropisk frukt, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,96,459211,N07BA01
Medel vid nikotinberoende,"Nicotinell Tropisk frukt, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,204,457417,N07BA01
Medel vid nikotinberoende,"Nicotinell Peppermint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,24,049194,N07BA01
Medel vid nikotinberoende,"Nicotinell Peppermint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,96,049207,N07BA01
Medel vid nikotinberoende,"Nicotinell Peppermint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,204,049218,N07BA01
Antimykotikum med brett spektrum för dermatologiskt bruk,"Pevaryl, Puder 1 %",Ströburk,Ekonazol,g,Händer & fötter,30,518083,D01AC03
Antimykotikum med brett spektrum för dermatologiskt bruk,"Pevaryl, Kräm 1 %",Tub,Ekonazol,g,Händer & fötter,30,597567,D01AC03
Antimykotikum med brett spektrum för dermatologiskt bruk,"Pevaryl, Kräm 1 %",Tub,Ekonazol,g,Händer & fötter,70,439885,D01AC03
"Könshormoner och modulatorer av det genitala systemet, akuta preventivmedel. ATC-kod: G03AD01","Levodonna, Tablett 1,5 mg",Blister,Levonorgestrel,st,"Intim, underliv & sex",1,179870,G03AD01
"östrogener, ATC-kod: G03CA04","Estrokad, Vagitorium 0,03 mg",Strip,Estriol,st,"Intim, underliv & sex",30,550458,G03CA04
Traditionellt växtbaserat läkemedel använt för att lindra symtom vid PMS (premenstruellt syndrom) och vid klimakteriebesvär.,"Femal Balans Forte, Filmdragerad tablett",Blister,"Zea mays (majs) / Secale cereale (råg) / Pinus sylvestris (t...,Zea mays (majs) pollen och pistill / Secale cereale (råg) po...",st,"Intim, underliv & sex",60,519973,G02
Traditionellt växtbaserat läkemedel använt för att lindra symtom vid PMS (premenstruellt syndrom) och vid klimakteriebesvär.,"Femal Balans Forte, Filmdragerad tablett",Blister,"Zea mays (majs) / Secale cereale (råg) / Pinus sylvestris (t...,Zea mays (majs) pollen och pistill / Secale cereale (råg) po...",st,"Intim, underliv & sex",120,380008,G02
Postkoital antikonception,"Postinor, Tablett 1,5 mg",Blister,Levonorgestrel,st,"Intim, underliv & sex",1,020711,G03AD01
Utvärtes medel vid led- och muskelsmärtor,"Tiger Balsam Soft, Salva",Burk,"Kajeputolja,Kamfer,Mentol,kryddnejlikolja",g,"Förkylning, värk & feber",25,203248,M02A
Utvärtes medel vid led- och muskelsmärtor,"Tiger Balsam Vit, Salva",Burk,"Kajeputolja,Kamfer,Mentha arvensis (åkermynta),Mentol,kryddnejlikolja",g,"Förkylning, värk & feber",19.4,230862,M02A
Lätta analgetika och antipyretika,"Pamol, Filmdragerad tablett 500 mg",Blister,Paracetamol,st,"Förkylning, värk & feber",98,063570,N02BE01
Lätta analgetika och antipyretika,"Pamol, Filmdragerad tablett 500 mg",Blister,Paracetamol,st,"Förkylning, värk & feber",20,060484,N02BE01
Lätta analgetika och antipyretika,"Pamol, Filmdragerad tablett 500 mg",Burk,Paracetamol,st,"Förkylning, värk & feber",100,063551,N02BE01
Övriga medel mot akne för utvärtes bruk,"Aco Acnegel, Gel 20 mg/g",Tub,Salicylsyra,ml,Hud & hår,30,203653,D10AX
För stimulering av hårväxt och hos män även minskning av håravfall vid androgen alopeci,"Rogaine forte, Kutan lösning 50 mg/ml",Flaska,Minoxidil,ml,Hud & hår,60,011500,D11AX01
För stimulering av hårväxt och hos män även minskning av håravfall vid androgen alopeci,"Rogaine forte, Kutan lösning 50 mg/ml",Flaska,Minoxidil,ml,Hud & hår,180,011588,D11AX01
Medel mot rosacea,"Rozex, Kräm 0,75 %",Tub,Metronidazol,g,Hud & hår,30,568867,D06BX01
Medel mot rosacea,"Rozex, Kräm 0,75 %",Tub,Metronidazol,g,Hud & hår,50,126503,D06BX01
För stimulering av hårväxt och hos män även minskning av håravfall vid androgen alopeci,"Rogaine, Kutan lösning 20 mg/ml",Flaska,Minoxidil,ml,Hud & hår,180,011554,D11AX01
Medel mot rosacea,"Rozex, Gel 0,75 %",Tub,Metronidazol,g,Hud & hår,30,121445,D06BX01
Medel mot rosacea,"Rozex, Gel 0,75 %",Tub,Metronidazol,g,Hud & hår,50,088909,D06BX01
Schampo mot mjäll och seborré,"Selukos, Kutan suspension 2,5 %",Flaska,Selendisulfid,ml,Hud & hår,100,003541,D11AC03
Hudskyddande och uppmjukande medel,"Locobase LPL, Kräm 200 mg/g+45 mg/g",Tub,"Mjölksyra,Propylenglykol",g,Hud & hår,100,009062,D02AX
Medicinskt schampo mot mjäll och seborré,"Sevorex, Schampo",Tub,"Salicylsyra,Svavel",g,Hud & hår,100,003731,D11AC08
Hudskyddande och uppmjukande medel,"Locobase LPL, Kräm 200 mg/g+45 mg/g",Tub,"Mjölksyra,Propylenglykol",g,Hud & hår,100,502053,D02AX
Hudskyddande och uppmjukande medel,"Locobase LPL, Kräm 200 mg/g+45 mg/g",Behållare med dospump,"Mjölksyra,Propylenglykol",g,Hud & hår,490,009371,D02AX
Karbamidkräm,"Fenuril, Kräm",Tub,"Karbamid,Natriumklorid",g,Händer & fötter,50,168500,D02AE01
Karbamidkräm,"Fenuril, Kräm",Tub,"Karbamid,Natriumklorid",g,Händer & fötter,100,168518,D02AE01
Karbamidkräm,"Fenuril, Kräm",Burk,"Karbamid,Natriumklorid",g,Händer & fötter,400,496216,D02AE01
Karbamidkräm,"Fenuril, Kräm",Refillburk,"Karbamid,Natriumklorid",g,Händer & fötter,400,576560,D02AE01
Övriga utvärtesmedel vid hudmykoser,"Terbinafin Apofri, Kräm 10 mg/g",Tub,Terbinafin,g,Händer & fötter,15,597198,D01AE15
Lokalanestetika,"Tapin, Kräm 25 mg/g + 25 mg/g",Tub,"Lidokain,Prilokain",g,"Förkylning, värk & feber",5,115652,N01BB20
Lokalanestetika,"Tapin, Kräm 25 mg/g + 25 mg/g",Tub,"Lidokain,Prilokain",g,"Förkylning, värk & feber",25,115663,N01BB20
Lokalanestetika,"Tapin, Kräm 25 mg/g + 25 mg/g",Tub,"Lidokain,Prilokain",g,"Förkylning, värk & feber",30,115674,N01BB20
Keratolytikum.,"Salsyvase, Salva 2 %",Tub,Salicylsyra,ml,Djurvård,100,128272,D02AF
Keratolytikum.,"Salsyvase, Salva 2 %",Tub,Salicylsyra,ml,Djurvård,200,004144,D02AF
Innerförband vid dubbelbandagering,"Zipzoc Salvstrumpa, Salvstrumpa",Påse,Zinkoxid,st,"Sår, bett & stick",10,538454,D09AB01
Desinfektionsmedel,"Klorhexidinsprit Fresenius Kabi, Kutan lösning 5 mg/ml",Flaska,Klorhexidin,ml,Djurvård,250,538025,D08AC02
Desinfektionsmedel,"Klorhexidinsprit Fresenius Kabi, Kutan lösning 5 mg/ml",Flaska,Klorhexidin,ml,Djurvård,1000,538033,D08AC02
Lokalanestetikum för ytanestesi,"Xylocain, Salva 5 %",Tub,Lidokain,g,Barn & baby,10,142570,D04AB01
Lokalanestetikum för ytanestesi,"Xylocain, Salva 5 %",Tub,Lidokain,g,Barn & baby,35,153213,D04AB01
Desinfektionsmedel,"Klorhexidin Fresenius Kabi, Kutan lösning 2 mg/ml",Endosbehållare,Klorhexidin,ml,"Sår, bett & stick",600,092251,D08AC02
Desinfektionsmedel,"Klorhexidin Fresenius Kabi, Kutan lösning 2 mg/ml",Flaska,Klorhexidin,ml,"Sår, bett & stick",250,088724,D08AC02
Desinfektionsmedel,"Klorhexidin Fresenius Kabi, Kutan lösning 2 mg/ml",Flaska,Klorhexidin,ml,"Sår, bett & stick",1000,088716,D08AC02
Hjälpmedel mot abstinensbesvär i samband med rökavvänjning.,"Nicotinell Mint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,24,012577,N07BA01
Hjälpmedel mot abstinensbesvär i samband med rökavvänjning.,"Nicotinell Mint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,96,019782,N07BA01
Hjälpmedel mot abstinensbesvär i samband med rökavvänjning.,"Nicotinell Mint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,204,393959,N07BA01
Medel vid nikotinberoende,"Nicorette Fruktmint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,30,032760,N07BA01
Medel vid nikotinberoende,"Nicorette Fruktmint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,105,032769,N07BA01
Medel vid nikotinberoende,"Nicorette Fruktmint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,210,032778,N07BA01
Medel vid nikotinberoende,"Nicorette Pepparmint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,15,017413,N07BA01
Medel vid nikotinberoende,"Nicorette Pepparmint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,30,017424,N07BA01
Medel vid nikotinberoende,"Nicorette Pepparmint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,105,017435,N07BA01
Medel vid nikotinberoende,"Nicorette Pepparmint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Motion & hälsa,210,030696,N07BA01
Medel vid nikotinberoende,"Nicorette Inhalator, Inhalationsånga, vätska 10 mg",Blister,Nikotin,st,Motion & hälsa,18,015542,N07BA01
Medel vid nikotinberoende,"Nicorette Inhalator, Inhalationsånga, vätska 10 mg",Blister,Nikotin,st,Motion & hälsa,42,015553,N07BA01
Medel vid nikotinberoende,"Nicorette Novum, Depotplåster 25 mg/16 timmar",Påse,Nikotin,st,Motion & hälsa,7,163375,N07BA01
Medel vid nikotinberoende,"Nicorette Novum, Depotplåster 25 mg/16 timmar",Påse,Nikotin,st,Motion & hälsa,14,061533,N07BA01
Läkemedel som används vid nikotinberoende.,"Nicovel Frukt, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Rökfri,24,392345,N07BA01
Läkemedel som används vid nikotinberoende.,"Nicovel Frukt, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Rökfri,96,518005,N07BA01
Läkemedel som används vid nikotinberoende.,"Nicovel Mint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Rökfri,24,100861,N07BA01
Läkemedel som används vid nikotinberoende.,"Nicovel Mint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Rökfri,96,197978,N07BA01
Medel vid nikotinberoende.,"Nicorette Pepparmint, Komprimerad sugtablett 2 mg",Tablettburk,Nikotin,st,Motion & hälsa,20,563273,N07BA01
Medel vid nikotinberoende.,"Nicorette Pepparmint, Komprimerad sugtablett 2 mg",Tablettburk,Nikotin,st,Motion & hälsa,80,115701,N07BA01
Medel vid nikotinberoende.,"Nicorette Pepparmint, Komprimerad sugtablett 2 mg",Tablettburk,Nikotin,st,Motion & hälsa,160,103376,N07BA01
Medel vid nikotinberoende,"Zonnic Pepparmint, Munhålespray 1 mg/spray",Flaska,Nikotin,st,Motion & hälsa,40,596223,N07BA01
Medel vid nikotinberoende,"Zonnic Pepparmint, Munhålespray 1 mg/spray",Flaska,Nikotin,st,Motion & hälsa,200,151207,N07BA01
Läkemedel som används vid nikotinberoende.,"Nicovel Frukt, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Rökfri,192,587230,N07BA01
Läkemedel som används vid nikotinberoende.,"Nicovel Mint, Medicinskt tuggummi 2 mg",Blister,Nikotin,st,Rökfri,192,058127,N07BA01
Medel vid nikotinberoende,"Zonnic Pepparmint, Munhålespray 1 mg/spray",Flaska,Nikotin,st,Motion & hälsa,400,102249,N07BA01
Medel vid nikotinberoende,"Nicorette Novum, Depotplåster 10 mg/16 timmar",Påse,Nikotin,st,Motion & hälsa,14,061505,N07BA01
Antiinfektiva och antiseptiska exkl. kombinationer med kortikosteroider,"Canesten, Vaginalkapsel, mjuk och vaginalkräm 500 mg + 1 %",Kombinationsförpackning,Klotrimazol,st,"Intim, underliv & sex",1,034979,G01AF02
Mild glukokortikoid (Grupp I),"Ficortril, Salva 1 %",Tub,Hydrokortison,g,Hud & hår,15,025627,D07AA02
Mild glukokortikoid (Grupp I),"Ficortril, Salva 1 %",Tub,Hydrokortison,g,Hud & hår,50,025635,D07AA02
Kräm mot rosacea,"Rosazol, Kräm 1 %",Tub,Metronidazol,g,Hud & hår,25,004612,D06BX01
Antiseptiskt hudrengöringsmedel,"Descutan, Kutan svamp 4 %",Svamp,Klorhexidin,ml,Händer & fötter,750,498402,D08AC02
Medicinskt schampo mot mjäll och seborré,"Selsun, Schampo 25 mg/ml",Flaska,Selendisulfid,ml,Hud & hår,120,161901,D11AC03
Kräm mot rosacea,"Rosazol, Kräm 1 %",Tub,Metronidazol,g,Hud & hår,25,136953,D06BX01
Kräm mot rosacea,"Rosazol, Kräm 1 %",Tub,Metronidazol,g,Hud & hår,75,004750,D06BX01
Antimykotikum med brett spektrum för dermatologiskt bruk,"Lamisil, Kräm 1 %",Tub,Terbinafin,g,Händer & fötter,7.5,559500,D01AE15
Antimykotikum med brett spektrum för dermatologiskt bruk,"Lamisil, Kräm 1 %",Tub,Terbinafin,g,Händer & fötter,15,069799,D01AE15
Antimykotikum med brett spektrum för dermatologiskt bruk,"Lamisil, Kräm 1 %",Tub,Terbinafin,g,Händer & fötter,30,049684,D01AE15
Medel mot akne för utvärtes bruk.,"Basiron AC Wash, Gel 5 %",Tub,Bensoylperoxid,g,Hud & hår,100,527150,D10AE01
För stimulering av hårväxt och hos män även minskning av håravfall vid androgen alopeci,"Recrea Forte, Kutan lösning 50 mg/ml",Flaska,Minoxidil,ml,Hud & hår,60,024888,D11AX01
För stimulering av hårväxt och hos män även minskning av håravfall vid androgen alopeci,"Recrea Forte, Kutan lösning 50 mg/ml",Flaska,Minoxidil,ml,Hud & hår,180,025042,D11AX01
Parasiticidum,"Tenutex, Kutan emulsion 20 mg/g + 225 mg/g",Tub,"Bensylbensoat,Disulfiram",g,Barn & baby,100,535773,P03AA54
Medel för varixbehandling,"Hirudoid, Kräm",Tub,Glukosaminoglykanpolysulfat,g,"Förkylning, värk & feber",50,097051,C05BA01
Medel för varixbehandling,"Hirudoid, Kräm",Tub,Glukosaminoglykanpolysulfat,g,"Förkylning, värk & feber",500,097069,C05BA01
Medel för varixbehandling,"Hirudoid, Kräm",Tub,Glukosaminoglykanpolysulfat,g,"Förkylning, värk & feber",100,097060,C05BA01
Karbamidkräm,"Karbasal, Kräm",Tub,"Karbamid,Natriumklorid",g,Hud & hår,100,553560,D02AE01
Karbamidkräm,"Karbasal, Kräm",Burk,"Karbamid,Natriumklorid",g,Hud & hår,400,553545,D02AE01
Karbamidkräm,"Karbasal, Kräm",Refillburk,"Karbamid,Natriumklorid",g,Hud & hår,400,553552,D02AE01
Karbamidkräm,"Karbasal, Kräm",Behållare med dospump,"Karbamid,Natriumklorid",g,Hud & hår,500,028199,D02AE01
Medel vid nikotinberoende,"Nicorette Microtab, Resoriblett, sublingual 2 mg",Blister,Nikotin,st,Motion & hälsa,20,069051,N07BA01
Medel vid nikotinberoende,"Nicorette Microtab, Resoriblett, sublingual 2 mg",Blister,Nikotin,st,Motion & hälsa,30,015520,N07BA01
Medel vid nikotinberoende,"Nicorette Microtab, Resoriblett, sublingual 2 mg",Blister,Nikotin,st,Motion & hälsa,90,069060,N07BA01
Medel vid nikotinberoende,"Nicorette Microtab, Resoriblett, sublingual 2 mg",Blister,Nikotin,st,Motion & hälsa,105,015531,N07BA01
Desinfektionsmedel,"Klorhexidin Fresenius Kabi, Kutan lösning 0,5 mg/ml",Endosbehållare,Klorhexidin,ml,Djurvård,600,092242,D08AC02
Desinfektionsmedel,"Klorhexidin Fresenius Kabi, Kutan lösning 0,5 mg/ml",Flaska,Klorhexidin,ml,Djurvård,125,549550,D08AC02
Desinfektionsmedel,"Klorhexidin Fresenius Kabi, Kutan lösning 0,5 mg/ml",Flaska,Klorhexidin,ml,Djurvård,250,537977,D08AC02
Desinfektionsmedel,"Klorhexidin Fresenius Kabi, Kutan lösning 0,5 mg/ml",Flaska,Klorhexidin,ml,Djurvård,1000,537985,D08AC02
"Övriga dermatologiska medel, inklusive medicinska schampon.","Minoxidil Orifarm, Kutan lösning 20 mg/ml",Flaska,Minoxidil,ml,Hud & hår,60,377977,D11AX01
"Övriga dermatologiska medel, inklusive medicinska schampon.","Minoxidil Orifarm, Kutan lösning 20 mg/ml",Flaska,Minoxidil,ml,Hud & hår,180,392128,D11AX01
Medel vid nikotinberoende,"NiQuitin, Komprimerad sugtablett 1,5 mg",Burk,Nikotin,st,Rökfri,20,046566,N07BA01
Läkemedel som används vid nikotinberoende.,"Nicovel Mint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Rökfri,24,539812,N07BA01
Läkemedel som används vid nikotinberoende.,"Nicovel Mint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Rökfri,96,380131,N07BA01
Läkemedel som används vid nikotinberoende.,"Nicovel Mint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Rökfri,192,548422,N07BA01
Medel vid nikotinberoende,"Zonnic Mint, Munhålepulver i portionspåse 4 mg",Burk,Nikotin,st,Motion & hälsa,20,029867,N07BA01
Medel vid nikotinberoende,"Zonnic Mint, Munhålepulver i portionspåse 2 mg",Burk,Nikotin,st,Motion & hälsa,20,558586,N07BA01
Hjälp mot abstinensbesvär i samband med rökavvänjning,"NiQuitin Clear, Depotplåster 7 mg/24 timmar",Påse,Nikotin,st,Motion & hälsa,7,003555,N07BA01
Hjälp mot abstinensbesvär i samband med rökavvänjning,"NiQuitin Clear, Depotplåster 14 mg/24 timmar",Påse,Nikotin,st,Motion & hälsa,7,003535,N07BA01
Medel vid nikotinberoende,"Nicotinell Mint, Komprimerad sugtablett 1 mg",Blister,Nikotin,st,Motion & hälsa,12,055376,N07BA01
Medel vid nikotinberoende,"Nicotinell Mint, Komprimerad sugtablett 1 mg",Blister,Nikotin,st,Motion & hälsa,36,055749,N07BA01
Medel vid nikotinberoende,"Nicotinell Mint, Komprimerad sugtablett 1 mg",Blister,Nikotin,st,Motion & hälsa,96,055939,N07BA01
Medel vid nikotinberoende,"Nicotinell Mint, Komprimerad sugtablett 1 mg",Blister,Nikotin,st,Motion & hälsa,204,002754,N07BA01
Sömnmedel och lugnande medel,"Baldrian-Dispert Forte, Dragerad tablett 125 mg",Blister,Valeriana,st,Sömn & välbefinnande,50,027149,N05CM09
Hjälp mot abstinensbesvär i samband med rökavvänjning,"NiQuitin Clear, Depotplåster 21 mg/24 timmar",Påse,Nikotin,st,Motion & hälsa,7,003466,N07BA01
Hjälp mot abstinensbesvär i samband med rökavvänjning,"NiQuitin Clear, Depotplåster 21 mg/24 timmar",Påse,Nikotin,st,Motion & hälsa,14,003522,N07BA01
Övriga sömnmedel och lugnande medel,"Pascoflair, Dragerad tablett",Blister,Passiflora incarnata (passionsblomma) torkad ört; torrt extr...,st,Sömn & välbefinnande,30,095735,N05CM
Övriga sömnmedel och lugnande medel,"Pascoflair, Dragerad tablett",Blister,Passiflora incarnata (passionsblomma) torkad ört; torrt extr...,st,Sömn & välbefinnande,100,521219,N05CM
Lugnande medel,"Neurol, Dragerad tablett",Burk,Valeriana,st,Sömn & välbefinnande,100,390229,N05CM09
Lugnande medel,"Neurol, Dragerad tablett",Burk,Valeriana,st,Sömn & välbefinnande,200,447862,N05CM09
Adaptogen vid nedsatt prestationsförmåga,"Arctic Root, Dragerad tablett",Blister,"Rhodiola rosea (rosenrot) rot och jordstam, torrt extrakt (2...",st,Kost & kosttillskott,40,205531,N06
Adaptogen vid nedsatt prestationsförmåga,"Arctic Root, Dragerad tablett",Blister,"Rhodiola rosea (rosenrot) rot och jordstam, torrt extrakt (2...",st,Kost & kosttillskott,80,206085,N06
Växtbaserat läkemedel för användning vid lindrig oro och sömnrubbningar.,"Valerina Forte, Filmdragerad tablett",Blister,Valeriana,st,Sömn & välbefinnande,20,Product or such package is not available,N05CM09
Växtbaserat läkemedel för användning vid lindrig oro och sömnrubbningar.,"Valerina Forte, Filmdragerad tablett",Blister,Valeriana,st,Sömn & välbefinnande,40,Product or such package is not available,N05CM09
Växtbaserat läkemedel för användning vid lindrig oro och sömnrubbningar.,"Valerina Forte, Filmdragerad tablett",Blister,Valeriana,st,Sömn & välbefinnande,80,063352,N05CM09
Växtbaserat läkemedel för användning vid lindrig oro och sömnrubbningar.,"Valerina Forte, Filmdragerad tablett",Blister,Valeriana,st,Sömn & välbefinnande,240,Product or such package is not available,N05CM09
Sömnmedel och lugnande medel,"Dormiplant, Filmdragerad tablett 500 mg",Blister,Valeriana,st,Sömn & välbefinnande,20,027067,N05CM09
Insomningsbesvär,"Valerina Natt, Filmdragerad tablett",Blister,"Humulus lupulus (humle), blomma, torrt extrakt (3,4-6,4:1) e...,Melissa officinalis (citronmeliss) blomma, extrakt (6,5:1) e...,Valeriana",st,Sömn & välbefinnande,40,100344,N05CX
Adaptogen vid nedsatt prestationsförmåga,"Chisan, Oral suspension",Flaska,"Eleutherococcus senticosus (rysk rot) rot, tjockt extrakt (1...,Rhodiola rosea (rosenrot), rot och jordstam, tjockt extrakt ...,Schisandra chinensis (fjärilsranka) frukt, tjockt extrakt (2...",ml,Kost & kosttillskott,100,045795,N06
